rozmiar,wynik,czas
5x5,100.0,0.665116548538208
5x5,100.0,0.6432688236236572
5x5,100.0,0.6404745578765869
5x5,100.0,0.6113400459289551
5x5,100.0,0.6345088481903076
5x5,100.0,0.6423113346099854
5x5,100.0,0.6260313987731934
5x5,100.0,0.6394031047821045
5x5,100.0,0.6283016204833984
5x5,100.0,0.5912497043609619
5x5,100.0,0.47875237464904785
5x5,100.0,0.3942527770996094
5x5,100.0,0.39162516593933105
5x5,100.0,0.39618515968322754
5x5,100.0,0.4069483280181885
5x5,100.0,0.4066944122314453
5x5,100.0,0.392103910446167
5x5,100.0,0.39734745025634766
5x5,100.0,0.38141536712646484
5x5,100.0,0.37464308738708496
5x5,100.0,0.3793809413909912
5x5,100.0,0.3824892044067383
5x5,100.0,0.3749256134033203
5x5,100.0,0.3740873336791992
5x5,100.0,0.3742256164550781
5x5,100.0,0.3757760524749756
5x5,100.0,0.3879213333129883
5x5,100.0,0.38629937171936035
5x5,100.0,0.3730754852294922
5x5,100.0,0.3775961399078369
5x5,100.0,0.3799757957458496
5x5,100.0,0.3890829086303711
5x5,100.0,0.39623093605041504
5x5,100.0,0.3745558261871338
5x5,100.0,0.3793652057647705
5x5,100.0,0.3946821689605713
5x5,100.0,0.38014912605285645
5x5,100.0,0.38346362113952637
5x5,100.0,0.3836545944213867
5x5,100.0,0.3766617774963379
5x5,100.0,0.3873908519744873
5x5,100.0,0.3735835552215576
5x5,100.0,0.38213324546813965
5x5,100.0,0.3839738368988037
5x5,100.0,0.38107824325561523
5x5,100.0,0.39045023918151855
5x5,100.0,0.3777439594268799
5x5,100.0,0.3820967674255371
5x5,100.0,0.3741457462310791
5x5,100.0,0.37460851669311523
5x5,100.0,0.3693850040435791
5x5,100.0,0.37177228927612305
5x5,100.0,0.38250136375427246
5x5,100.0,0.38271093368530273
5x5,100.0,0.39600515365600586
5x5,100.0,0.3895151615142822
5x5,100.0,0.37766265869140625
5x5,100.0,0.3757750988006592
5x5,100.0,0.38127708435058594
5x5,100.0,0.38596320152282715
5x5,100.0,0.38382744789123535
5x5,100.0,0.3851442337036133
5x5,100.0,0.3960561752319336
5x5,100.0,0.39424920082092285
5x5,100.0,0.4080204963684082
5x5,100.0,0.40238308906555176
5x5,100.0,0.3991086483001709
5x5,100.0,-0.014600276947021484
5x5,100.0,0.3779733180999756
5x5,100.0,0.38509488105773926
5x5,100.0,0.3803555965423584
5x5,100.0,0.38730812072753906
5x5,100.0,0.3821125030517578
5x5,100.0,0.4013385772705078
5x5,100.0,0.3675820827484131
5x5,100.0,0.4122757911682129
5x5,100.0,0.4100825786590576
5x5,100.0,0.39175963401794434
5x5,100.0,0.39156675338745117
5x5,100.0,0.392941951751709
5x5,100.0,0.37216949462890625
5x5,100.0,0.3802464008331299
5x5,100.0,0.38822364807128906
5x5,100.0,0.3882753849029541
5x5,100.0,0.402801513671875
5x5,100.0,0.3759174346923828
5x5,100.0,0.37447166442871094
5x5,75.0,0.6337008476257324
5x5,75.0,0.3742659091949463
5x5,66.66666666666666,0.3905782699584961
5x5,66.66666666666666,0.37409162521362305
5x5,66.66666666666666,0.379896879196167
5x5,66.66666666666666,0.37638115882873535
5x5,66.66666666666666,0.3775291442871094
5x5,66.66666666666666,0.3859379291534424
5x5,66.66666666666666,0.3805859088897705
5x5,66.66666666666666,0.3824295997619629
5x5,66.66666666666666,0.38532114028930664
5x5,66.66666666666666,0.38634562492370605
5x5,66.66666666666666,0.39266395568847656
10x10,87.5,9.361684560775757
10x10,87.5,6.82397985458374
10x10,87.5,6.784860134124756
10x10,87.5,6.771010160446167
10x10,87.5,6.920685052871704
10x10,87.5,6.969777345657349
10x10,87.5,6.843624114990234
10x10,87.5,6.997769355773926
10x10,87.5,6.858350515365601
10x10,87.5,6.727748870849609
10x10,87.5,6.783168077468872
10x10,87.5,6.7271294593811035
10x10,87.5,6.732028961181641
10x10,100.0,6.7226762771606445
10x10,100.0,6.621632099151611
10x10,100.0,6.925076961517334
10x10,100.0,6.56557035446167
10x10,100.0,6.55826997756958
10x10,100.0,6.574232816696167
10x10,100.0,6.580248832702637
10x10,100.0,6.7918171882629395
10x10,100.0,6.70423150062561
10x10,100.0,6.705348253250122
10x10,100.0,6.531924724578857
10x10,100.0,6.576005458831787
10x10,100.0,6.5836827754974365
10x10,100.0,6.598286390304565
10x10,100.0,6.678549528121948
10x10,100.0,6.675300598144531
10x10,100.0,6.4996442794799805
10x10,100.0,6.691061496734619
10x10,100.0,6.629575252532959
10x10,100.0,6.608666658401489
10x10,100.0,6.606224060058594
10x10,100.0,6.7605814933776855
10x10,100.0,6.47549295425415
10x10,100.0,6.719942569732666
10x10,100.0,6.495854616165161
10x10,100.0,6.661931991577148
10x10,100.0,6.71026611328125
10x10,100.0,6.646853685379028
10x10,100.0,6.4251015186309814
10x10,100.0,6.607925891876221
10x10,100.0,6.691967487335205
10x10,100.0,6.517603158950806
10x10,100.0,6.635646820068359
10x10,100.0,6.6517956256866455
10x10,100.0,6.671038627624512
10x10,100.0,6.581211090087891
10x10,100.0,6.828545570373535
10x10,100.0,6.448533535003662
10x10,100.0,6.475484609603882
10x10,100.0,6.811892032623291
10x10,100.0,6.612030744552612
10x10,100.0,6.602967739105225
10x10,100.0,6.5741801261901855
10x10,100.0,6.568855285644531
10x10,100.0,6.522416591644287
10x10,100.0,6.493211030960083
10x10,100.0,6.58319354057312
10x10,100.0,6.8653481006622314
10x10,100.0,6.569191932678223
10x10,100.0,6.715853214263916
10x10,100.0,6.703139543533325
10x10,100.0,6.653172016143799
10x10,100.0,6.898351430892944
10x10,0.0,6.327805042266846
10x10,0.0,6.30109167098999
10x10,0.0,6.341001033782959
10x10,0.0,6.460012197494507
10x10,0.0,6.354712247848511
10x10,0.0,6.337804555892944
10x10,0.0,6.514942169189453
10x10,0.0,6.508092880249023
10x10,0.0,6.312386751174927
10x10,0.0,6.676377296447754
10x10,0.0,6.354673624038696
10x10,0.0,6.311319589614868
10x10,0.0,6.473680734634399
10x10,0.0,6.247352838516235
10x10,0.0,6.526722192764282
10x10,0.0,6.459420680999756
10x10,0.0,6.529498815536499
10x10,0.0,6.288237571716309
10x10,0.0,6.659132480621338
10x10,0.0,6.48410177230835
10x10,0.0,6.4534876346588135
10x10,0.0,6.3038411140441895
10x10,0.0,6.520493507385254
10x10,0.0,6.310786247253418
10x10,83.33333333333334,6.464885234832764
10x10,83.33333333333334,6.537482261657715
10x10,83.33333333333334,6.506052255630493
10x10,83.33333333333334,6.517954111099243
10x10,85.71428571428571,6.7713353633880615
10x10,85.71428571428571,6.43370509147644
10x10,85.71428571428571,6.70430588722229
10x10,85.71428571428571,6.6857616901397705
10x10,75.0,6.873737812042236
10x10,75.0,7.022533416748047
15x15,75.0,25.903300046920776
15x15,75.0,22.620028734207153
15x15,75.0,22.30237340927124
15x15,75.0,22.335144758224487
15x15,75.0,22.447096347808838
15x15,75.0,22.285866260528564
15x15,75.0,22.517817497253418
15x15,75.0,22.59408950805664
15x15,75.0,22.200259923934937
15x15,75.0,22.605979919433594
15x15,75.0,22.521373987197876
15x15,75.0,22.649288415908813
15x15,75.0,22.723001718521118
15x15,75.0,22.31670045852661
15x15,75.0,22.310264110565186
15x15,75.0,22.468230485916138
15x15,75.0,22.484918117523193
15x15,75.0,22.51946210861206
15x15,75.0,22.288747310638428
15x15,75.0,22.498022317886353
15x15,75.0,22.44118595123291
15x15,75.0,22.500131368637085
15x15,75.0,22.50685214996338
15x15,75.0,22.63164448738098
15x15,75.0,22.617005109786987
15x15,75.0,22.41276717185974
15x15,75.0,22.33685541152954
15x15,75.0,22.699338912963867
15x15,75.0,22.186208486557007
15x15,75.0,22.282965183258057
15x15,75.0,22.628251314163208
15x15,75.0,22.099517822265625
15x15,75.0,22.419039011001587
15x15,85.71428571428571,22.029459238052368
15x15,85.71428571428571,22.06081771850586
15x15,85.71428571428571,22.003403425216675
15x15,85.71428571428571,21.93102765083313
15x15,85.71428571428571,21.90366554260254
15x15,85.71428571428571,22.010071277618408
15x15,85.71428571428571,21.98503351211548
15x15,85.71428571428571,22.380473613739014
15x15,85.71428571428571,22.090815782546997
15x15,85.71428571428571,21.84559655189514
15x15,85.71428571428571,22.260952711105347
15x15,85.71428571428571,21.921187162399292
15x15,85.71428571428571,22.10233426094055
15x15,85.71428571428571,22.402440309524536
15x15,71.42857142857143,21.859776258468628
15x15,71.42857142857143,22.013243913650513
15x15,71.42857142857143,21.759889125823975
15x15,71.42857142857143,21.82859706878662
15x15,71.42857142857143,21.8889422416687
15x15,71.42857142857143,21.809006452560425
15x15,71.42857142857143,21.866857767105103
15x15,71.42857142857143,22.0745906829834
15x15,71.42857142857143,21.823725700378418
15x15,71.42857142857143,21.92819857597351
15x15,71.42857142857143,21.93481421470642
15x15,71.42857142857143,22.01798915863037
15x15,71.42857142857143,22.132566452026367
15x15,71.42857142857143,22.29641103744507
15x15,71.42857142857143,21.81856346130371
15x15,71.42857142857143,21.988086223602295
15x15,57.14285714285714,21.75065779685974
15x15,57.14285714285714,21.880234956741333
15x15,57.14285714285714,21.93090581893921
15x15,62.5,22.421027183532715
15x15,62.5,22.347217559814453
15x15,62.5,22.17586636543274
15x15,62.5,22.248111248016357
15x15,62.5,22.24199914932251
15x15,62.5,22.353782892227173
15x15,62.5,22.355937480926514
15x15,62.5,22.268012762069702
15x15,62.5,22.279354572296143
15x15,62.5,22.315812587738037
15x15,62.5,22.54728102684021
15x15,62.5,22.353695154190063
15x15,62.5,22.428237915039062
15x15,62.5,22.248944520950317
15x15,62.5,22.30324077606201
15x15,62.5,22.303433418273926
15x15,62.5,22.43051314353943
15x15,62.5,22.26267671585083
15x15,62.5,22.25492215156555
15x15,62.5,22.3521785736084
15x15,62.5,22.27556085586548
15x15,62.5,22.510080814361572
15x15,100.0,22.41679549217224
15x15,100.0,22.115386962890625
15x15,100.0,21.981910705566406
15x15,50.0,22.26601481437683
15x15,87.5,22.576735973358154
15x15,87.5,22.55208396911621
15x15,87.5,22.738190412521362
15x15,87.5,22.35992670059204
15x15,0.0,21.87365198135376
15x15,0.0,21.739272117614746
15x15,-25.0,22.18871569633484
15x15,-14.285714285714292,21.953163146972656
